,open,close,high,low,volume,money
2020/10/14 10:30,4830.46,4813.43,4830.46,4806.26,4830730800,1.01E+11
2020/10/14 11:30,4813.14,4809.7,4821.6,4808.47,1961304100,43270400895
2020/10/14 14:00,4809.57,4806.89,4810.81,4795.91,1996504100,38006088491
2020/10/14 15:00,4806.89,4807.1,4812.98,4798.9,2402153300,47771709598
2020/10/15 10:30,4810.78,4817.91,4833.89,4796.27,4909182500,97696669178
2020/10/15 11:30,4817.63,4813.82,4821.1,4803.41,2046515200,38412434420
2020/10/15 14:00,4813.83,4814.78,4822.09,4805.64,1733766400,34429501744
2020/10/15 15:00,4815.48,4798.74,4815.48,4797.35,2307032100,43339679598
2020/10/16 10:30,4798.92,4798.72,4825.45,4796.77,4139705100,76467216145
2020/10/16 11:30,4798.55,4772.37,4816.95,4766.17,3293839200,53164865174
2020/10/16 14:00,4772.41,4792.13,4801.94,4772.41,1978457900,34850907800
2020/10/16 15:00,4792.24,4791.68,4793.83,4779.26,2259608000,39692141484
2020/10/19 10:30,4823.49,4816.49,4849.6,4812.75,6388977500,1.06E+11
2020/10/19 11:30,4816.59,4777.41,4816.59,4775.79,2245516900,39970748907
2020/10/19 14:00,4777.8,4769.29,4789.68,4755.59,1979182800,37013656971
2020/10/19 15:00,4769.12,4755.49,4773.33,4747.38,2310958900,41955394830
2020/10/20 10:30,4751.37,4755.52,4765.85,4739.46,3757388500,71039500288
2020/10/20 11:30,4756.01,4763.56,4763.56,4743.78,1866399500,34740864389
2020/10/20 14:00,4764.1,4774.47,4781.24,4758.59,1774281100,34356469711
2020/10/20 15:00,4774.58,4793.47,4793.47,4771.26,2406746500,45712363520
2020/10/21 10:30,4801.63,4777.27,4801.63,4770.22,4254031200,81642411183
2020/10/21 11:30,4777.96,4777.55,4778.92,4759.31,1700469300,32681764825
2020/10/21 14:00,4777.56,4771.53,4778.24,4763.14,1728393100,31411823929
2020/10/21 15:00,4772.14,4792.83,4796.06,4771.64,2697676700,44242697000
2020/10/22 10:30,4780.6,4742.36,4780.6,4725.5,4403020600,84348298906
2020/10/22 11:30,4742.19,4753.74,4768.02,4738.98,1789558900,33333302930
2020/10/22 14:00,4753.96,4769.62,4777.1,4751.88,1459831600,29907257137
2020/10/22 15:00,4769.98,4777.98,4791.78,4763.24,2482678000,47026112085
2020/10/23 10:30,4775.47,4787.43,4802.46,4774.15,3206110500,61057787126
2020/10/23 11:30,4786.9,4786.72,4797.93,4772.48,2225447200,38503547071
2020/10/23 14:00,4786.69,4739.96,4788.4,4735.42,2432213200,47374570704
2020/10/23 15:00,4740.39,4718.49,4742.97,4717.1,2818747500,54049916988
2020/10/26 10:30,4684.05,4699.36,4705.1,4639.3,5068683200,97604998574
2020/10/26 11:30,4698.8,4694.98,4713.39,4693.34,1762948600,34568571419
2020/10/26 14:00,4694.44,4670.7,4706.17,4668.91,1919325900,34551108514
2020/10/26 15:00,4670.81,4691.24,4692.56,4670.81,2083369800,38794309665
2020/10/27 10:30,4680.14,4684.5,4704.02,4673.69,3803288400,77904922905
2020/10/27 11:30,4684.55,4675.53,4688.78,4671.85,1831191900,33808516987
2020/10/27 14:00,4675.52,4696.41,4706.3,4675.16,1613136500,34365894010
2020/10/27 15:00,4696.17,4699.28,4708.46,4693.75,2018013600,40596211686
2020/10/28 10:30,4703,4691.04,4717.77,4685.6,3803072300,79529138888
2020/10/28 11:30,4691.36,4725.22,4725.23,4687.49,2084635200,44880068251
2020/10/28 14:00,4725.97,4746.77,4746.77,4725.41,2423614300,51316509494
2020/10/28 15:00,4746.52,4737.27,4753.26,4734.09,2535018400,51028547334
2020/10/29 10:30,4683.61,4722.41,4733.87,4679.52,4604687600,97147196263
2020/10/29 11:30,4722.24,4760.9,4769.56,4719.83,2107299800,45032246653
2020/10/29 14:00,4761.4,4783.57,4783.77,4747.54,2178981400,48746200644
2020/10/29 15:00,4783.97,4772.92,4802.91,4772.92,2820756200,61377861317
2020/10/30 10:30,4776.47,4763.25,4777.99,4757.22,5234208000,1.08E+11
2020/10/30 11:30,4763.16,4761.4,4774.31,4753.35,2211486700,48409487365
2020/10/30 14:00,4761.4,4715.95,4771.76,4715.92,2819521700,58234878530
2020/10/30 15:00,4715.84,4695.33,4715.84,4683.55,3715013900,66182438961
2020/11/2 10:30,4702.75,4716.12,4738.02,4697.2,5687389400,1.15E+11
2020/11/2 11:30,4716.38,4712.46,4718.51,4695.54,2829602100,54302646564
2020/11/2 14:00,4712.94,4728.89,4734.32,4696.38,3038837900,56445915956
2020/11/2 15:00,4728.71,4720.83,4728.71,4711.71,2730939900,53124003922
